client_id,persona_archetype,household_income_usd,net_worth_usd,liquidity_30d_usd,cashflow_volatility_pct,income_stream_count,primary_tax_bracket_pct,jurisdiction_country,kyc_risk_flag,compliance_restrictions,ethical_screens,product_blacklist,leverage_limit_x,drawdown_tolerance_pct,target_volatility_pct,goal_stack,time_horizon_primary_years,advice_style,explanation_depth,preferred_metrics,channel_preference_ranked,nudges_opt_in,notification_quiet_hours,trust_score_dynamic_1_100,trust_decay_days,engagement_score_1_100,adherence_score_1_100,consent_data_sources,data_freshness_days,advisor_relationship,last_action_type,last_action_date,last_action_outcome,model_version_current,safety_overrides,notes_agent_constraints
A3558,Optimizer,111274,1253510,63076,11.5,1,12,US,Low,NoDerivatives,,LeveragedETFs;PennyStocks,1.8,24.9,14.0,Wealth:10y;Estate:20y;Debt:2y,10,Educational,Deep,Sharpe;TaxCost,Phone>Chat>Email,true,20:00-07:45,60,111,61,59,Brokerage;OpenBanking,2,None,PlanUpdate,2025-09-27,Partial,v1.8.6,NoMargin;NoPennyStocks;StopLossDisabled,Enforce tax budget and position caps
A3559,Preserver,117752,476308,19739,7.4,2,12,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.2,10.7,8.3,Retirement:15y;Emergency:1y;Healthcare:8y,15,Concise,Medium,Sharpe;MaxDD;TaxCost,In-Person>Phone>App>Chat,true,20:30-06:15,67,186,52,49,Brokerage;CreditBureau;OpenBanking,6,Hybrid,Rebalance,2025-04-26,Failed,v2.8.6,NoIlliquids;NoMargin,Maintain ≥ 12m cash runway and low drawdown
A3560,Optimizer,320931,5125451,167474,10.8,2,12,US,Low,NoIlliquids;NoDerivatives,,PennyStocks,1.8,24.6,13.4,Wealth:10y;Estate:20y;Debt:2y,10,Collaborative,Medium,Sharpe;MaxDD;IRR,In-Person>Phone>App>Email,true,23:45-08:15,67,115,58,50,Brokerage;OpenBanking,7,None,AlertAcknowledge,2025-04-09,Failed,v2.10.9,PauseWhenVIX>30;StopLossDisabled,Enforce tax budget and position caps
A3561,Stabilizer,76594,297487,35284,7.1,3,10,US,Low,NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,1.0,12.4,8.7,Retirement:15y;Emergency:1y;Education:6y,15,Educational,Medium,Sharpe;TaxCost,Email>Phone>In-Person,true,22:15-07:00,66,169,64,60,OpenBanking,20,None,PlanUpdate,2025-07-01,Success,v1.8.2,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A3562,Preserver,75005,372526,24083,7.7,1,10,CA,Low,,NoTobacco;NoFossilFuel,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,9.3,7.5,Retirement:15y;Emergency:1y;Education:6y,15,Educational,Deep,MaxDD;TaxCost;Sharpe,App>Chat>In-Person>Phone>Email,true,19:30-08:00,80,125,71,64,Brokerage;CreditBureau;OpenBanking,4,None,AutoTransfer,2025-05-17,Success,v1.9.2,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A3563,Optimizer,92832,1214024,46027,11.0,1,10,UK,Low,,,PennyStocks,1.7,23.6,13.3,Wealth:10y;Estate:20y;Education:6y,10,Educational,Shallow,MaxDD;TaxCost;IRR,Chat>Email>App,true,20:30-08:30,65,60,57,51,Brokerage;CreditBureau;OpenBanking;Payroll,2,Human,Rebalance,2025-11-18,Success,v1.10.7,NoMargin;NoPennyStocks,Enforce tax budget and position caps
A3564,Builder,105867,222833,9895,8.8,3,12,US,Low,NoShortSelling,,Crypto;PennyStocks,1.5,24.1,7.7,Home:3y;Retirement:30y;Education:6y,3,Collaborative,Shallow,TaxCost;Sharpe;MaxDD,In-Person>Email>Chat>Phone>App,true,19:30-07:30,59,67,45,36,CreditBureau;OpenBanking;Payroll,18,None,AutoTransfer,2025-10-06,Success,v2.10.3,NoAutoTradesBelow$1k;NoIlliquids;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A3565,Explorer,74995,295050,14661,14.3,2,10,US,Low,,,PennyStocks;PrivateCredit,1.8,26.5,14.9,Business:5y;Travel:2y,5,Directive,Medium,MaxDD;Sharpe;IRR,Email>Chat>App>In-Person>Phone,true,23:00-06:45,68,54,68,57,OpenBanking;Payroll,3,Hybrid,AutoTransfer,2025-07-31,Success,v1.8.7,NoPennyStocks;PauseWhenVIX>30;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A3566,Builder,73594,230166,10658,12.3,1,10,UK,Low,NoIlliquids,,,1.6,14.6,7.8,Home:3y;Retirement:30y,3,Directive,Deep,MaxDD;IRR,Chat>Phone>In-Person>App>Email,true,20:15-08:45,66,127,51,40,CreditBureau;OpenBanking;Payroll,20,Hybrid,AutoTransfer,2025-02-04,Success,v1.9.1,NoAutoTradesBelow$1k;NoIlliquids,Prioritize liquidity and down payment savings
A3567,Stabilizer,58072,229542,9689,4.3,4,10,US,Low,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,1.1,9.7,8.6,Retirement:15y;Emergency:1y;Debt:2y,15,Collaborative,Shallow,MaxDD;Sharpe,Phone>In-Person>Chat>Email,true,20:00-06:45,52,144,62,55,OpenBanking,5,None,PlanUpdate,2025-02-14,Partial,v1.9.7,NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Keep expenses buffer ≥ 4 months
A3568,Optimizer,244391,4914466,179902,6.4,4,15,AU,Medium,NoIlliquids;AccreditedOnly,NoWeapons;NoTobacco,PennyStocks,1.8,27.4,13.0,Wealth:10y;Estate:20y;Education:6y,10,Concise,Medium,MaxDD;IRR;Sharpe,App>In-Person>Phone>Email,false,22:45-06:00,66,60,63,59,Brokerage;CreditBureau;OpenBanking;Payroll,5,None,Rebalance,2025-12-12,Partial,v2.10.8,LimitOrderOnly;NoIlliquids;NoPennyStocks,Enforce tax budget and position caps
A3569,Explorer,70175,413324,22209,15.6,2,10,UK,Medium,NoShortSelling,NoTobacco;ESGOnly,PennyStocks,1.9,30.4,13.4,Business:5y;Travel:2y,5,Concise,Shallow,Sharpe;IRR;TaxCost,Phone>Email>In-Person>Chat,true,22:45-07:15,59,86,56,48,OpenBanking,4,None,AlertAcknowledge,2025-03-05,Success,v1.9.1,NoAutoTradesBelow$1k;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A3570,Builder,46023,144683,4483,12.5,1,10,US,Low,NoIlliquids,ESGOnly,LeveragedETFs;PrivateCredit,1.5,13.6,11.8,Home:3y;Retirement:30y;Healthcare:8y,3,Collaborative,Medium,MaxDD;Sharpe;TaxCost,In-Person>Email>App>Phone>Chat,false,23:30-07:15,64,105,50,39,OpenBanking,18,Hybrid,AlertAcknowledge,2025-07-13,Success,v1.9.6,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids,Prioritize liquidity and down payment savings
A3571,Optimizer,50266,992639,29671,6.1,3,10,AU,Low,,NoWeapons;NoFossilFuel,PennyStocks,1.5,25.9,10.3,Wealth:10y;Estate:20y;Education:6y,10,Educational,Medium,IRR;Sharpe;MaxDD,App>Phone>Chat>In-Person>Email,true,20:45-07:45,60,82,51,45,Brokerage;CreditBureau;OpenBanking;Payroll,5,Human,Rebalance,2025-02-10,Success,v1.10.2,NoIlliquids;NoMargin;NoPennyStocks,Enforce tax budget and position caps
A3572,Optimizer,65364,747685,33842,10.2,2,10,DE,Low,,NoWeapons;NoTobacco,PennyStocks,1.6,20.4,13.9,Wealth:10y;Estate:20y;Healthcare:8y,10,Concise,Shallow,Sharpe;IRR;MaxDD,App>Email>Phone>Chat,true,22:00-06:30,72,60,77,68,Brokerage;OpenBanking,3,None,AutoTransfer,2025-08-24,Failed,v2.10.8,NoAutoTradesBelow$1k;NoPennyStocks,Enforce tax budget and position caps
A3573,Stabilizer,86785,253985,16961,6.0,4,10,US,Medium,,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,17.2,8.7,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Medium,Sharpe;TaxCost;MaxDD,Email>App>In-Person>Chat,true,23:30-06:15,51,136,38,26,OpenBanking,16,Hybrid,PlanUpdate,2025-11-11,Success,v2.9.5,NoIlliquids;NoMargin,Keep expenses buffer ≥ 4 months
A3574,Preserver,69404,311538,42167,6.1,4,10,US,Low,AccreditedOnly;NoShortSelling,NoWeapons;NoTobacco,Crypto;LeveragedETFs;PennyStocks,0.9,10.0,8.4,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Deep,MaxDD;TaxCost;Sharpe,Phone>Email>Chat,false,20:15-08:00,76,165,62,56,Brokerage;OpenBanking,4,Human,PlanUpdate,2025-09-18,Success,v1.8.7,NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Maintain ≥ 12m cash runway and low drawdown
A3575,Builder,26530,47585,4205,10.9,2,10,US,Medium,NoShortSelling;NoIlliquids,,Crypto;PennyStocks,1.4,14.4,10.4,Home:3y;Retirement:30y;Education:6y,3,Educational,Shallow,IRR;Sharpe;MaxDD,Email>In-Person>Chat>Phone,false,22:30-08:30,57,142,58,46,CreditBureau;OpenBanking,18,Human,PlanUpdate,2025-09-14,Partial,v2.10.9,LimitOrderOnly;NoPennyStocks;StopLossDisabled,Prioritize liquidity and down payment savings
A3576,Builder,45325,73726,5363,13.2,2,10,AU,High,NoIlliquids,,LeveragedETFs,1.5,12.5,10.2,Home:3y;Retirement:30y;Debt:2y,3,Concise,Medium,IRR;MaxDD;TaxCost,Chat>Phone>Email>App>In-Person,false,22:30-08:00,54,135,54,46,OpenBanking,11,None,AlertAcknowledge,2025-11-24,Partial,v2.9.3,LimitOrderOnly,Prioritize liquidity and down payment savings
A3577,Optimizer,111986,1027769,93533,6.9,4,15,AU,Medium,NoIlliquids;NoDerivatives,NoWeapons;ESGOnly,LeveragedETFs;PennyStocks,1.5,24.0,10.3,Wealth:10y;Estate:20y;Healthcare:8y,10,Directive,Shallow,Sharpe;IRR;MaxDD,App>In-Person>Chat,false,23:45-06:30,67,69,75,70,Brokerage;CreditBureau;OpenBanking,5,Human,AlertAcknowledge,2025-01-07,Success,v2.8.2,LimitOrderOnly,Enforce tax budget and position caps
A3578,Builder,86377,571282,9909,11.1,2,10,US,Low,NoIlliquids;NoShortSelling,,Crypto,1.4,24.8,10.4,Home:3y;Retirement:30y;Healthcare:8y,3,Collaborative,Deep,TaxCost;IRR;Sharpe,App>Chat>Phone>Email>In-Person,true,19:30-06:45,62,78,49,45,CreditBureau;OpenBanking,15,Hybrid,AutoTransfer,2025-02-24,Success,v1.9.2,LimitOrderOnly;NoPennyStocks,Prioritize liquidity and down payment savings
A3579,Preserver,35845,124719,7737,4.7,4,10,AU,Low,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,1.2,16.5,7.4,Retirement:15y;Emergency:1y;Debt:2y,15,Collaborative,Medium,TaxCost;Sharpe;MaxDD,Phone>In-Person>Email,true,23:45-07:00,70,133,58,61,Brokerage;OpenBanking,14,Hybrid,AlertAcknowledge,2025-06-04,Success,v1.8.1,NoIlliquids;NoMargin;PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A3580,Optimizer,117543,677261,30502,12.9,1,12,US,Low,,,PennyStocks,1.5,24.8,13.6,Wealth:10y;Estate:20y,10,Directive,Shallow,TaxCost;MaxDD,Phone>Email>App>Chat>In-Person,true,22:45-06:45,71,97,87,78,Brokerage;OpenBanking,3,Hybrid,AutoTransfer,2025-09-02,Success,v1.8.7,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids,Enforce tax budget and position caps
A3581,Preserver,141494,1223502,97851,3.7,4,15,DE,Low,,,Crypto;LeveragedETFs;PennyStocks,0.9,15.1,5.2,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Deep,TaxCost;MaxDD,Phone>In-Person>Chat,false,20:00-08:15,78,200,66,64,Brokerage;CreditBureau;OpenBanking,8,None,PlanUpdate,2025-10-08,Success,v1.10.4,NoAutoTradesBelow$1k,Maintain ≥ 12m cash runway and low drawdown
A3582,Optimizer,78130,1295465,26249,10.8,1,10,US,Low,,,Crypto;PennyStocks,1.8,24.2,9.5,Wealth:10y;Estate:20y;Healthcare:8y,10,Concise,Medium,TaxCost;Sharpe;MaxDD,Phone>In-Person>Chat>App,false,19:00-08:00,61,91,48,40,Brokerage;OpenBanking,2,Hybrid,Rebalance,2025-01-24,Partial,v2.10.7,PauseWhenVIX>30,Enforce tax budget and position caps
A3583,Builder,51040,186990,6717,15.1,1,10,US,Medium,NoIlliquids,,,1.6,19.7,11.7,Home:3y;Retirement:30y;Education:6y,3,Concise,Deep,TaxCost;Sharpe,Chat>In-Person>Email,false,21:30-08:45,65,60,59,51,CreditBureau;OpenBanking,10,None,AutoTransfer,2025-02-10,Success,v1.8.1,NoMargin;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A3584,Builder,72431,233378,11755,9.9,3,10,US,Low,NoShortSelling,,LeveragedETFs;PennyStocks,1.4,17.9,8.3,Home:3y;Retirement:30y;Debt:2y,3,Educational,Shallow,MaxDD;Sharpe;TaxCost,In-Person>Phone>App>Email>Chat,false,22:45-08:15,67,116,75,71,OpenBanking;Payroll,19,Hybrid,Rebalance,2025-05-26,Success,v2.9.7,NoIlliquids;NoPennyStocks;StopLossDisabled,Prioritize liquidity and down payment savings
A3585,Optimizer,73412,1119440,54826,7.3,3,10,US,Low,AccreditedOnly,,PennyStocks,1.8,21.9,9.8,Wealth:10y;Estate:20y,10,Concise,Deep,TaxCost;IRR,Chat>In-Person>Phone,false,19:45-08:15,60,65,74,72,Brokerage;CreditBureau;OpenBanking,3,None,AlertAcknowledge,2025-09-08,Success,v1.9.3,LimitOrderOnly;StopLossDisabled,Enforce tax budget and position caps
A3586,Preserver,68469,495379,33541,6.9,1,10,US,Medium,,ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.1,15.2,8.3,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Medium,TaxCost;MaxDD,Phone>App>Chat>In-Person>Email,true,21:00-07:00,63,190,67,71,Brokerage;OpenBanking;Payroll,14,Human,Rebalance,2025-05-02,Partial,v1.10.4,LimitOrderOnly,Maintain ≥ 12m cash runway and low drawdown
A3587,Builder,62799,109834,13189,12.6,4,10,US,Low,NoIlliquids,,LeveragedETFs;PrivateCredit,1.6,14.9,7.3,Home:3y;Retirement:30y;Healthcare:8y,3,Collaborative,Deep,Sharpe;TaxCost;IRR,Chat>App>Phone,false,21:00-06:15,62,93,70,65,OpenBanking,8,None,Rebalance,2025-03-25,Success,v1.8.1,NoAutoTradesBelow$1k;NoMargin,Prioritize liquidity and down payment savings
A3588,Builder,71656,162572,8485,12.0,1,10,UK,Low,,NoFossilFuel;ESGOnly,LeveragedETFs;PrivateCredit,1.4,23.4,9.1,Home:3y;Retirement:30y;Debt:2y,3,Educational,Medium,IRR;TaxCost,In-Person>App>Phone,false,20:15-07:15,70,101,73,64,OpenBanking;Payroll,12,Hybrid,AutoTransfer,2025-12-13,Partial,v2.8.9,NoAutoTradesBelow$1k,Prioritize liquidity and down payment savings
A3589,Optimizer,160721,1582427,55513,10.3,2,12,US,Low,NoDerivatives,ESGOnly;NoFossilFuel,PennyStocks,1.8,16.0,10.8,Wealth:10y;Estate:20y;Healthcare:8y,10,Collaborative,Shallow,TaxCost;MaxDD,App>Chat>Phone>Email,true,21:00-06:45,74,110,77,68,Brokerage;CreditBureau;OpenBanking,2,Human,AutoTransfer,2025-01-10,Success,v2.8.3,StopLossDisabled,Enforce tax budget and position caps
A3590,Preserver,99357,666336,62193,6.7,1,10,AU,Medium,NoDerivatives;NoShortSelling,NoFossilFuel,Crypto;LeveragedETFs;PennyStocks,1.1,9.4,7.4,Retirement:15y;Emergency:1y,15,Educational,Shallow,TaxCost;Sharpe,In-Person>Chat>Phone>Email,false,23:30-06:30,63,182,51,45,Brokerage;OpenBanking;Payroll,4,None,PlanUpdate,2025-06-23,Success,v1.8.6,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A3591,Builder,66251,206046,8105,11.0,3,10,US,Low,NoIlliquids;NoShortSelling,,Crypto,1.4,20.5,7.6,Home:3y;Retirement:30y,3,Collaborative,Shallow,MaxDD;TaxCost;IRR,Phone>App>Email>Chat,true,22:30-07:30,71,118,56,48,OpenBanking,14,None,Rebalance,2025-11-09,Success,v2.8.9,NoAutoTradesBelow$1k;NoPennyStocks;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A3592,Builder,74029,253348,19333,9.2,3,10,AU,Low,,NoTobacco;NoWeapons,PennyStocks,1.6,14.3,10.4,Home:3y;Retirement:30y;Healthcare:8y,3,Educational,Medium,Sharpe;IRR,Phone>In-Person>Email,false,22:15-07:00,61,63,53,48,OpenBanking;Payroll,19,None,AlertAcknowledge,2025-01-01,Success,v2.8.8,NoAutoTradesBelow$1k,Prioritize liquidity and down payment savings
A3593,Optimizer,77886,1205161,35802,5.0,4,10,US,Low,,NoTobacco,PennyStocks,1.7,19.5,11.8,Wealth:10y;Estate:20y;Education:6y,10,Concise,Medium,MaxDD;Sharpe;TaxCost,Phone>App>Email>Chat,true,19:15-07:00,63,77,72,68,Brokerage;OpenBanking,5,Human,AutoTransfer,2025-01-26,Success,v2.9.1,NoAutoTradesBelow$1k;StopLossDisabled,Enforce tax budget and position caps
A3594,Preserver,42658,173822,24170,7.4,2,10,UK,Low,NoShortSelling;AccreditedOnly,,Crypto;LeveragedETFs;PennyStocks,1.2,13.0,8.4,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Shallow,MaxDD;Sharpe;TaxCost,Email>App>Phone>Chat>In-Person,true,20:15-07:45,68,207,65,65,Brokerage;CreditBureau;OpenBanking,3,Human,AlertAcknowledge,2025-03-04,Success,v1.10.4,LimitOrderOnly;NoIlliquids;NoMargin;PauseWhenVIX>30,Maintain ≥ 12m cash runway and low drawdown
A3595,Preserver,68823,690848,50026,5.7,1,10,US,Low,NoIlliquids;NoDerivatives,,Crypto;LeveragedETFs;PennyStocks,1.1,15.6,5.8,Retirement:15y;Emergency:1y;Debt:2y,15,Educational,Shallow,Sharpe;TaxCost;MaxDD,App>In-Person>Phone>Chat>Email,true,20:00-08:30,71,199,65,57,Brokerage;OpenBanking;Payroll,11,Human,AutoTransfer,2025-10-28,Success,v1.10.7,NoIlliquids;NoMargin;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A3596,Preserver,81255,1056788,37675,6.0,1,10,AU,Low,NoIlliquids;NoShortSelling,NoFossilFuel;ESGOnly,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.0,10.0,8.9,Retirement:15y;Emergency:1y,15,Collaborative,Medium,Sharpe;MaxDD;TaxCost,App>In-Person>Email>Chat>Phone,false,22:15-07:00,72,182,78,74,Brokerage;OpenBanking;Payroll,12,Human,PlanUpdate,2025-06-09,Success,v2.8.4,NoIlliquids;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A3597,Builder,45784,148009,9460,8.6,4,10,DE,Low,AccreditedOnly;NoIlliquids,NoTobacco;NoFossilFuel,,1.4,20.1,12.0,Home:3y;Retirement:30y;Healthcare:8y,3,Concise,Shallow,Sharpe;TaxCost;MaxDD,App>Chat>Email>In-Person>Phone,false,21:15-06:45,68,90,58,58,CreditBureau;OpenBanking;Payroll,16,Human,AlertAcknowledge,2025-02-23,Success,v1.8.9,NoAutoTradesBelow$1k;NoPennyStocks,Prioritize liquidity and down payment savings
A3598,Optimizer,68253,471786,54551,8.4,1,10,US,Low,AccreditedOnly;NoShortSelling,,PennyStocks,1.8,23.9,13.2,Wealth:10y;Estate:20y,10,Educational,Shallow,IRR;TaxCost,In-Person>Chat>Email,true,19:15-07:45,75,105,86,74,Brokerage;CreditBureau;OpenBanking,5,Human,AutoTransfer,2025-02-06,Partial,v2.9.5,NoAutoTradesBelow$1k;NoPennyStocks;PauseWhenVIX>30,Enforce tax budget and position caps
A3599,Builder,106741,301422,23158,11.7,3,12,US,Low,,,PrivateCredit,1.4,18.8,7.3,Home:3y;Retirement:30y;Healthcare:8y,3,Concise,Medium,IRR;TaxCost;Sharpe,Chat>Email>Phone>App>In-Person,false,21:30-06:45,64,113,71,64,OpenBanking;Payroll,6,None,AlertAcknowledge,2025-07-13,Success,v2.8.1,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A3600,Preserver,70797,588298,44186,7.1,2,10,US,Low,NoDerivatives,NoWeapons;ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.2,11.5,6.2,Retirement:15y;Emergency:1y;Education:6y,15,Concise,Deep,TaxCost;Sharpe,Chat>In-Person>App,false,22:00-07:15,68,229,74,75,Brokerage;OpenBanking,14,Human,AutoTransfer,2025-06-01,Failed,v2.8.3,NoMargin;NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A3601,Stabilizer,62672,134331,14344,8.5,3,10,US,Low,NoIlliquids,NoFossilFuel;NoWeapons,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,0.9,11.6,8.9,Retirement:15y;Emergency:1y,15,Collaborative,Shallow,Sharpe;MaxDD;TaxCost,Chat>Email>In-Person,true,20:00-06:45,61,117,67,60,CreditBureau;OpenBanking,11,Hybrid,AlertAcknowledge,2025-04-27,Failed,v1.8.9,LimitOrderOnly;NoMargin,Keep expenses buffer ≥ 4 months
A3602,Preserver,124257,543331,80054,7.1,1,12,US,Low,AccreditedOnly,,Crypto;LeveragedETFs;PennyStocks,1.2,10.6,5.2,Retirement:15y;Emergency:1y,15,Educational,Shallow,TaxCost;MaxDD;Sharpe,Email>Phone>App,true,23:15-08:30,69,222,55,49,Brokerage;CreditBureau;OpenBanking;Payroll,11,Hybrid,AlertAcknowledge,2025-04-13,Partial,v2.8.2,NoMargin,Maintain ≥ 12m cash runway and low drawdown
A3603,Preserver,117681,1262246,123153,6.0,1,15,AU,Low,NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,1.2,15.2,6.9,Retirement:15y;Emergency:1y;Debt:2y,15,Concise,Medium,MaxDD;TaxCost,Chat>Email>In-Person>App,false,23:45-08:00,70,147,71,66,Brokerage;CreditBureau;OpenBanking,13,Hybrid,AlertAcknowledge,2025-01-03,Success,v1.10.8,LimitOrderOnly,Maintain ≥ 12m cash runway and low drawdown
A3604,Builder,47683,-21072,2049,11.7,2,10,US,Medium,NoShortSelling,NoWeapons;NoFossilFuel,,1.8,20.2,9.2,Home:3y;Retirement:30y;Education:6y,3,Concise,Medium,Sharpe;MaxDD,Email>In-Person>App>Phone>Chat,true,19:45-08:00,53,74,47,38,OpenBanking,19,Human,AlertAcknowledge,2025-01-15,Success,v2.9.2,LimitOrderOnly;NoAutoTradesBelow$1k,Prioritize liquidity and down payment savings
A3605,Preserver,69188,566413,44620,5.6,3,10,CA,High,,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.1,9.1,6.6,Retirement:15y;Emergency:1y,15,Collaborative,Deep,Sharpe;MaxDD,Chat>Email>App>In-Person>Phone,false,21:30-07:00,67,165,62,56,Brokerage;OpenBanking;Payroll,3,Hybrid,Rebalance,2025-06-19,Success,v1.9.2,NoAutoTradesBelow$1k;NoMargin,Maintain ≥ 12m cash runway and low drawdown
A3606,Builder,64202,146662,6272,9.7,1,10,US,Medium,NoIlliquids;AccreditedOnly,NoWeapons,,1.8,16.7,9.6,Home:3y;Retirement:30y;Education:6y,3,Directive,Deep,IRR;Sharpe,Chat>In-Person>Phone,true,22:30-08:15,50,100,50,48,OpenBanking,10,None,AlertAcknowledge,2025-03-29,Success,v2.10.2,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids,Prioritize liquidity and down payment savings
A3607,Optimizer,85270,459106,19065,9.5,4,10,US,Low,NoShortSelling,,PennyStocks;PrivateCredit,1.5,17.9,12.0,Wealth:10y;Estate:20y;Healthcare:8y,10,Concise,Shallow,MaxDD;Sharpe;TaxCost,Chat>Email>App>In-Person,false,19:00-08:45,73,64,84,78,Brokerage;OpenBanking;Payroll,3,Human,Rebalance,2025-12-05,Success,v2.9.2,LimitOrderOnly;NoIlliquids;NoMargin,Enforce tax budget and position caps
A3608,Stabilizer,69218,384264,36649,7.7,1,10,US,Low,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.0,17.2,5.5,Retirement:15y;Emergency:1y;Debt:2y,15,Educational,Medium,Sharpe;MaxDD,In-Person>App>Phone>Email>Chat,true,21:00-06:00,64,94,59,53,OpenBanking,12,Human,Rebalance,2025-10-13,Success,v2.8.6,NoMargin;StopLossDisabled,Keep expenses buffer ≥ 4 months
A3609,Builder,44902,40761,1883,10.3,1,10,US,Medium,NoDerivatives;AccreditedOnly,ESGOnly;NoTobacco,,1.7,14.8,12.0,Home:3y;Retirement:30y;Education:6y,3,Directive,Deep,MaxDD;Sharpe;IRR,Chat>Email>In-Person,true,22:45-08:45,67,140,66,56,CreditBureau;OpenBanking;Payroll,17,None,AlertAcknowledge,2025-10-25,Success,v2.8.3,LimitOrderOnly;NoMargin,Prioritize liquidity and down payment savings
A3610,Preserver,116578,916742,75540,4.1,3,15,DE,Low,,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.1,8.7,7.2,Retirement:15y;Emergency:1y;Healthcare:8y,15,Collaborative,Deep,TaxCost;MaxDD;Sharpe,Email>App>Phone>In-Person,false,19:45-06:30,76,176,65,56,Brokerage;CreditBureau;OpenBanking;Payroll,11,Human,AlertAcknowledge,2025-07-20,Partial,v2.10.3,NoIlliquids;NoMargin;PauseWhenVIX>30;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A3611,Explorer,35034,198361,6936,18.1,3,10,UK,High,,ESGOnly;NoFossilFuel,,1.9,20.9,13.1,Business:5y;Travel:2y,5,Directive,Deep,TaxCost;Sharpe,App>Email>Chat>Phone,false,21:30-07:45,46,62,34,33,OpenBanking;Payroll,4,None,Rebalance,2025-06-12,Failed,v1.9.6,NoAutoTradesBelow$1k;NoIlliquids;PauseWhenVIX>30,Allow small experimental sleeve ≤ 3%
A3612,Explorer,60109,214305,19591,16.7,4,10,US,Medium,AccreditedOnly;NoIlliquids,ESGOnly;NoFossilFuel,PennyStocks,2.0,27.6,17.2,Business:5y;Travel:2y;Education:6y,5,Directive,Deep,MaxDD;IRR,App>Chat>In-Person>Phone>Email,true,22:45-07:15,62,68,60,49,CreditBureau;OpenBanking;Payroll,7,Human,Rebalance,2025-10-11,Partial,v1.9.8,NoMargin;PauseWhenVIX>30,Allow small experimental sleeve ≤ 3%
A3613,Preserver,110920,640628,83040,6.4,3,12,US,Low,NoDerivatives;AccreditedOnly,,Crypto;LeveragedETFs;PennyStocks,0.9,12.1,8.9,Retirement:15y;Emergency:1y;Education:6y,15,Collaborative,Medium,TaxCost;MaxDD,Email>Phone>Chat>In-Person>App,true,22:15-06:15,68,131,67,66,Brokerage;OpenBanking,14,Human,Rebalance,2025-05-10,Success,v1.9.6,NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A3614,Optimizer,139582,615105,23201,7.1,4,15,UK,Low,,,PennyStocks,1.8,18.7,12.7,Wealth:10y;Estate:20y;Education:6y,10,Directive,Deep,IRR;TaxCost;MaxDD,App>In-Person>Chat>Email>Phone,true,21:45-06:45,71,94,85,78,Brokerage;CreditBureau;OpenBanking,4,None,Rebalance,2025-09-11,Success,v1.9.2,LimitOrderOnly,Enforce tax budget and position caps
